Scheduler,Input Output data Type,Model Name,Number of Requests,QPS,Request No,Prefill Token Count,Decode Token Count,Prefill Time,Decode Time,Request Execution Time,Request End-to-End time,Scheduling Delay
sarathi,long input short output,qwen_7b,10,1.0,3,4458,81,2.087726272875443,4.722839512163773,6.810565785039216,11.842133468948305,5.031567683909088
sarathi,long input short output,qwen_7b,10,1.0,4,8713,183,3.999722204869613,10.649132440099493,14.648854644969106,20.18940555723384,5.540550912264735
sarathi,long input short output,qwen_7b,10,1.0,4,8713,183,4.134981262031943,10.916768196038902,15.051749458070844,20.77706591808237,5.725316460011527
sarathi,long input short output,qwen_7b,10,1.0,5,8829,109,4.2403049019631,6.351228765910491,10.591533667873591,18.9444978593383,8.352964191464707
sarathi,long input short output,qwen_7b,10,1.0,5,8829,109,4.307919900165871,6.541567691834644,10.849487592000514,19.523976848227903,8.674489256227389
sarathi,long input short output,qwen_7b,10,1.0,6,4193,66,1.9747373389545828,3.839277071179822,5.814014410134405,16.121719734044746,10.30770532391034
sarathi,long input short output,qwen_7b,10,1.0,6,4193,66,2.0205274149775505,3.9733040321152657,5.993831447092816,16.69092948688194,10.697098039789124
sarathi,long input short output,qwen_7b,10,1.0,7,5619,409,2.71797061804682,19.301955845905468,22.019926463952288,34.15279949712567,12.132873033173382
sarathi,long input short output,qwen_7b,10,1.0,7,5619,409,2.8148016738705337,19.78349844296463,22.59830011683516,35.155294195981696,12.556994079146534
sarathi,long input short output,qwen_7b,10,1.0,8,3158,1,1.539459991035983,0.0592648980673402,1.5987248891033232,15.841527082957327,14.242802193854004
sarathi,long input short output,qwen_7b,10,1.0,8,3158,1,1.597312350058928,0.0589006470981985,1.6562129971571269,16.41865513077937,14.762442133622244
sarathi,long input short output,qwen_7b,10,1.0,9,6764,480,3.012521541211754,21.5193476958666,24.531869237078357,40.22308430960402,15.691215072525663
sarathi,long input short output,qwen_7b,10,1.0,9,6764,480,3.149075330933556,21.867889222921804,25.01696455385536,41.28438745741733,16.267422903561965
sarathi,long input short output,qwen_7b,10,2.0,0,2494,254,1.0995381609536707,14.444837098009884,15.544375258963557,15.544540165225044,0.0001649062614887
sarathi,long input short output,qwen_7b,10,2.0,1,6459,315,2.8900650460273027,18.3392030778341,21.2292681238614,22.258998626610264,1.029730502748862
sarathi,long input short output,qwen_7b,10,2.0,2,3982,206,1.7364298740867523,11.962650291854516,13.699080165941268,17.402612851699814,3.703532685758546
sarathi,long input short output,qwen_7b,10,2.0,3,4458,81,2.06115173897706,4.676199730951339,6.737351469928399,11.994864878011867,5.257513408083469
sarathi,long input short output,qwen_7b,10,2.0,4,8713,183,4.086568315047771,10.92549796309322,15.012066278140992,21.60416443669237,6.59209815855138
sarathi,long input short output,qwen_7b,10,2.0,5,8829,109,4.31571504380554,6.550787496147677,10.866502539953215,20.921540501061827,10.05503796110861
sarathi,long input short output,qwen_7b,10,2.0,6,4193,66,2.0329662419389933,3.980353666935116,6.013319908874109,19.20875839027576,13.195438481401652
sarathi,long input short output,qwen_7b,10,2.0,7,5619,409,2.83055118098855,19.85228854813613,22.68283972912468,37.80561713920906,15.122777410084382
sarathi,long input short output,qwen_7b,10,2.0,8,3158,1,1.5711383279412985,0.0578625630587339,1.6290008910000324,19.24691342841834,17.617912537418306
sarathi,long input short output,qwen_7b,10,2.0,9,6764,480,3.1302821510471404,22.121512518962845,25.251794670009986,44.36262730974704,19.11083263973705
sarathi,long input short output,qwen_7b,10,3.0,0,2494,254,1.0866957511752844,14.360197165980937,15.44689291715622,15.55620627827011,0.109313361113891
sarathi,long input short output,qwen_7b,10,3.0,1,6459,315,2.788174766115844,18.349318956956267,21.13749372307211,22.264728035777807,1.1272343127056956
sarathi,long input short output,qwen_7b,10,3.0,2,3982,206,1.7724712199997157,11.93937620590441,13.711847425904123,17.464518242515624,3.7526708166114986
sarathi,long input short output,qwen_7b,10,3.0,3,4458,81,2.0546774468384683,4.68890098715201,6.743578433990479,12.124203639337791,5.3806252053473145
sarathi,long input short output,qwen_7b,10,3.0,4,8713,183,4.081483155954629,10.90493923611939,14.98642239207402,21.917891858378425,6.931469466304407
sarathi,long input short output,qwen_7b,10,3.0,5,8829,109,4.316587107023224,6.537106310017407,10.853693417040631,21.428544835420325,10.574851418379694
sarathi,long input short output,qwen_7b,10,3.0,6,4193,66,2.029365079011768,3.95702650398016,5.986391582991928,20.074142227880657,14.087750644888729
sarathi,long input short output,qwen_7b,10,3.0,7,5619,409,2.802575760986656,19.506969715934247,22.309545476920903,38.334170589689165,16.024625112768263
sarathi,long input short output,qwen_7b,10,3.0,8,3158,1,1.590364985866472,0.0626779911108315,1.6530429769773036,20.237244768533856,18.584201791556552
sarathi,long input short output,qwen_7b,10,3.0,9,6764,480,3.0629419130273163,21.616217330098152,24.67915924312547,44.783227229025215,20.104067985899743
sarathi,long input short output,qwen_7b,10,4.0,0,2494,254,1.1059653980191797,14.43243518914096,15.53840058716014,15.701569470344111,0.163168883183971
sarathi,long input short output,qwen_7b,10,4.0,1,6459,315,2.867172772996128,18.26171226100996,21.12888503400609,22.332627887371927,1.2037428533658383
sarathi,long input short output,qwen_7b,10,4.0,2,3982,206,1.7749124681577086,11.900160713819789,13.675073181977496,17.606807174393907,3.931733992416412
sarathi,long input short output,qwen_7b,10,4.0,3,4458,81,2.067401541862637,4.7022090691607445,6.769610611023381,12.35502541810274,5.58541480707936
sarathi,long input short output,qwen_7b,10,4.0,4,8713,183,4.112836934858933,10.773931876989082,14.886768811848016,22.148934456752613,7.262165644904599
sarathi,long input short output,qwen_7b,10,4.0,5,8829,109,4.251811418915168,6.464459678856656,10.716271097771823,21.750526261515915,11.034255163744092
sarathi,long input short output,qwen_7b,10,4.0,6,4193,66,1.997168064117432,3.930729398969561,5.9278974630869925,20.597072195727375,14.669174732640386
sarathi,long input short output,qwen_7b,10,4.0,7,5619,409,2.7771869769785558,19.38398336293176,22.161170339910317,38.744748880388215,16.5835785404779
sarathi,long input short output,qwen_7b,10,4.0,8,3158,1,1.575533316936344,0.0590542131103575,1.6345875300467014,20.797582015860822,19.162994485814124
sarathi,long input short output,qwen_7b,10,4.0,9,6764,480,3.0043929831590503,21.47231117892079,24.47670416207984,45.147749656345695,20.67104549426585
sarathi,long input short output,qwen_7b,10,5.0,0,2494,254,1.129915043944493,14.643550210166724,15.773465254111215,15.988271958660334,0.2148067045491188
sarathi,long input short output,qwen_7b,10,5.0,1,6459,315,2.942229140084237,18.42446765699424,21.366696797078475,22.64675104082562,1.280054243747145
sarathi,long input short output,qwen_7b,10,5.0,2,3982,206,1.8109767981804907,11.978402017848566,13.789378816029055,17.890290047973394,4.1009112319443375
sarathi,long input short output,qwen_7b,10,5.0,3,4458,81,2.108429269865155,4.781918972963467,6.890348242828623,12.692161473678423,5.8018132308498025
sarathi,long input short output,qwen_7b,10,5.0,4,8713,183,4.194628024008125,10.780210705008358,14.974838729016485,22.55954211927019,7.584703390253708
sarathi,long input short output,qwen_7b,10,5.0,5,8829,109,4.227764530107379,6.506147852865979,10.733912382973358,22.21659252536483,11.482680142391471
sarathi,long input short output,qwen_7b,10,5.0,6,4193,66,1.9949259129352868,3.953157308045775,5.9480832209810615,21.15392488054931,15.20584165956825
sarathi,long input short output,qwen_7b,10,5.0,7,5619,409,2.78429114096798,19.72089518303983,22.50518632400781,39.62520322855562,17.12001690454781
sarathi,long input short output,qwen_7b,10,5.0,8,3158,1,1.6093554198741913,0.0593285840004682,1.6686840038746595,21.402739766752347,19.734055762877688
sarathi,long input short output,qwen_7b,10,5.0,9,6764,480,3.109554958064109,21.860680097946897,24.970235056011006,46.24516873341054,21.27493367739953
sarathi,long input short output,qwen_7b,10,6.0,0,2494,254,1.1197144018951803,14.43283203500323,15.55254643689841,15.805135730886832,0.2525892939884215
sarathi,long input short output,qwen_7b,10,6.0,1,6459,315,2.9851903130766004,18.19713010895066,21.18232042202726,22.474007843760774,1.2916874217335137
sarathi,long input short output,qwen_7b,10,6.0,2,3982,206,1.7056508080568165,11.880974703934044,13.58662551199086,17.754209594102576,4.167584082111716
sarathi,long input short output,qwen_7b,10,6.0,3,4458,81,2.058754271129146,4.66115561989136,6.719909891020507,12.49510286259465,5.775192971574143
sarathi,long input short output,qwen_7b,10,6.0,4,8713,183,4.073048867052421,10.826886815018952,14.899935682071373,22.45315091032535,7.553215228253975
sarathi,long input short output,qwen_7b,10,6.0,5,8829,109,4.271100234007463,6.497009188868105,10.768109422875568,22.14674671343528,11.378637290559707
sarathi,long input short output,qwen_7b,10,6.0,6,4193,66,2.008493660017848,3.9253497270401567,5.933843387058005,21.15290339337662,15.219060006318614
sarathi,long input short output,qwen_7b,10,6.0,7,5619,409,2.75374665716663,19.360424330923703,22.114170988090336,39.26740019232966,17.153229204239324
sarathi,long input short output,qwen_7b,10,6.0,8,3158,1,1.615238605067134,0.0591892930679023,1.6744278981350362,21.430841793771837,19.7564138956368
sarathi,long input short output,qwen_7b,10,6.0,9,6764,480,3.0796246950048958,21.468007361982018,24.547632056986917,45.85179476859048,21.304162711603567
sarathi,long input short output,qwen_7b,10,7.0,0,2494,254,1.1177014389541,14.685295468894765,15.802996907848865,16.066069489810616,0.263072581961751
sarathi,long input short output,qwen_7b,10,7.0,1,6459,315,2.9132149510551244,18.55680628796108,21.470021239016205,22.78988297726028,1.3198617382440716
sarathi,long input short output,qwen_7b,10,7.0,2,3982,206,1.8209453329909595,12.070694520138204,13.891639853129163,18.01968126068823,4.128041407559067
sarathi,long input short output,qwen_7b,10,7.0,3,4458,81,2.095483504002914,4.768873844994232,6.864357348997146,12.717067048652098,5.852709699654952
sarathi,long input short output,qwen_7b,10,7.0,4,8713,183,4.175389123847708,10.936874100007117,15.112263223854823,22.810068437596783,7.697805213741958
sarathi,long input short output,qwen_7b,10,7.0,5,8829,109,4.325948899844661,6.557472134940326,10.883421034784988,22.535303694661707,11.65188265987672
sarathi,long input short output,qwen_7b,10,7.0,6,4193,66,2.0163438390009105,3.989919580053538,6.006263419054449,21.60606842162088,15.599805002566429
sarathi,long input short output,qwen_7b,10,7.0,7,5619,409,2.84866055008024,19.658803459024057,22.507464009104297,40.05195337999612,17.544489370891824
sarathi,long input short output,qwen_7b,10,7.0,8,3158,1,1.572041526902467,0.0604310629423707,1.6324725898448378,21.88548810244538,20.25301551260054
sarathi,long input short output,qwen_7b,10,7.0,9,6764,480,3.0841110041365027,21.990889413980767,25.07500041811727,46.82881973776966,21.753819319652397
sarathi,long input short output,qwen_7b,10,8.0,0,2494,254,1.0630720739718529,14.289365004980937,15.35243707895279,15.645104412920771,0.2926673339679837
sarathi,long input short output,qwen_7b,10,8.0,1,6459,315,2.814583275001496,18.189768854994327,21.004352129995823,22.30000169109553,1.295649561099708
sarathi,long input short output,qwen_7b,10,8.0,2,3982,206,1.7350874820258468,11.852204429917036,13.587291911942884,17.61293478915468,4.025642877211794
sarathi,long input short output,qwen_7b,10,8.0,3,4458,81,2.053390624001622,4.656350655015558,6.70974127901718,12.372186979046091,5.662445700028911
sarathi,long input short output,qwen_7b,10,8.0,4,8713,183,4.074083656072617,10.798216164810585,14.8722998208832,22.360985389677808,7.488685568794608
sarathi,long input short output,qwen_7b,10,8.0,5,8829,109,4.267254067119211,6.475284458836541,10.742538525955752,22.105617710622028,11.363079184666276
sarathi,long input short output,qwen_7b,10,8.0,6,4193,66,1.9959209258668125,3.9317088939715177,5.92762981983833,21.220339722232893,15.292709902394565
sarathi,long input short output,qwen_7b,10,8.0,7,5619,409,2.776407250901684,19.46137523301877,22.23778248392045,39.456677900860086,17.21889541693963
sarathi,long input short output,qwen_7b,10,8.0,8,3158,1,1.5762502860743552,0.0603567818179726,1.636607067892328,21.50234303367324,19.865735965780917
sarathi,long input short output,qwen_7b,10,8.0,9,6764,480,3.015509346034378,21.702725261915475,24.718234607949853,46.09447820461355,21.3762435966637
sarathi,long input short output,qwen_7b,10,9.0,0,2494,254,1.0622595897875726,14.391000078059731,15.453259667847306,15.749154583085328,0.2958949152380228
sarathi,long input short output,qwen_7b,10,9.0,1,6459,315,2.827542220009491,18.267935439012945,21.09547765902244,22.39416335360147,1.298685694579035
sarathi,long input short output,qwen_7b,10,9.0,2,3982,206,1.804181446088478,11.885497102048248,13.689678548136726,17.72301244456321,4.033333896426484
sarathi,long input short output,qwen_7b,10,9.0,3,4458,81,2.067583393072709,4.668235833989456,6.735819227062166,12.487271184800193,5.751451957738027
sarathi,long input short output,qwen_7b,10,9.0,4,8713,183,4.080479067983106,10.783722996944562,14.864202064927667,22.47655476606451,7.612352701136842
sarathi,long input short output,qwen_7b,10,9.0,5,8829,109,4.264943751972169,6.462792034028098,10.727735786000268,22.233729196479544,11.505993410479276
sarathi,long input short output,qwen_7b,10,9.0,6,4193,66,2.0095593461301178,3.914980493951589,5.924539840081707,21.38890524301678,15.464365402935073
sarathi,long input short output,qwen_7b,10,9.0,7,5619,409,2.771296796156093,19.459448407869782,22.23074520402588,39.63641875423491,17.40567355020903
sarathi,long input short output,qwen_7b,10,9.0,8,3158,1,1.5641137780621648,0.0592608200386166,1.6233745981007814,21.678087481530383,20.0547128834296
sarathi,long input short output,qwen_7b,10,9.0,9,6764,480,3.04235748690553,21.657505598152056,24.699863085057583,46.256963453721255,21.55710036866367
sarathi,long input short output,qwen_7b,10,10.0,0,2494,254,0.9874955790583044,14.18286104593426,15.170356624992564,15.483698383439332,0.3133417584467679
sarathi,long input short output,qwen_7b,10,10.0,1,6459,315,2.8204183881171048,18.06514015700668,20.885558545123786,22.12585983448662,1.240301289362833
sarathi,long input short output,qwen_7b,10,10.0,2,3982,206,1.7869288751389831,11.719597466988487,13.506526342127472,17.463757595047355,3.9572312529198825
sarathi,long input short output,qwen_7b,10,10.0,3,4458,81,1.9823134320322424,4.604131504893303,6.586444936925545,12.250019083498046,5.6635741465725005
sarathi,long input short output,qwen_7b,10,10.0,4,8713,183,4.007138937944546,10.752127459039912,14.759266396984458,22.22757196915336,7.468305572168902
sarathi,long input short output,qwen_7b,10,10.0,5,8829,109,4.227506311843172,6.468986473046243,10.696492784889417,21.999053771374747,11.302560986485332
sarathi,long input short output,qwen_7b,10,10.0,6,4193,66,2.0186751901637763,3.9048715338576585,5.923546724021435,21.17215992929414,15.248613205272704
sarathi,long input short output,qwen_7b,10,10.0,7,5619,409,2.774544786894694,18.892268131952733,21.666812918847427,38.86432413291186,17.197511214064434
sarathi,long input short output,qwen_7b,10,10.0,8,3158,1,1.55497010005638,0.0605033678002655,1.6154734678566456,21.47366028698161,19.858186819124967
sarathi,long input short output,qwen_7b,10,10.0,9,6764,480,3.0207161749713123,20.88423149310984,23.90494766808115,45.25455009518191,21.349602427100763
sarathi,long input short output,yi_6b,1,1.0,0,2494,254,1.082375641912222,11.387787114130331,12.470162756042557,12.47115477360785,0.0009920175652951
sarathi,long input short output,yi_6b,2,1.0,0,2494,254,1.0698197311721742,11.972819555783644,13.04263928695582,13.04296274157241,0.0003234546165913
sarathi,long input short output,yi_6b,2,1.0,1,6459,315,2.848313378868625,14.121729728067294,16.97004310693592,17.956296768737957,0.9862536618020386
